,year,intent,police,sex,age,race
86872,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
87802,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
87807,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
87922,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90407,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90520,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90556,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90593,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90646,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90649,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90682,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90693,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90716,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90759,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90789,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90813,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90905,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90948,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
90964,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
95288,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
95794,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
96471,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
98224,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
98228,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
98229,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99021,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99094,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99141,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99375,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99477,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99635,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99687,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99732,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
99871,2014,Suicide,0,Male,35to64,Native American/Native Alaskan
67202,2014,Suicide,0,Male,35to64,White
67209,2014,Suicide,0,Male,35to64,White
67213,2014,Suicide,0,Male,35to64,White
67214,2014,Suicide,0,Male,35to64,White
67218,2014,Suicide,0,Male,35to64,White
67219,2014,Suicide,0,Male,35to64,White
67220,2014,Suicide,0,Male,35to64,White
67223,2014,Suicide,0,Male,35to64,White
67224,2014,Suicide,0,Male,35to64,White
67226,2014,Suicide,0,Male,35to64,White
67227,2014,Suicide,0,Male,35to64,White
67231,2014,Suicide,0,Male,35to64,White
67235,2014,Suicide,0,Male,35to64,White
67236,2014,Suicide,0,Male,35to64,White
67238,2014,Suicide,0,Male,35to64,White
67242,2014,Suicide,0,Male,35to64,White
67245,2014,Suicide,0,Male,35to64,White
67249,2014,Suicide,0,Male,35to64,White
67255,2014,Suicide,0,Male,35to64,White
67260,2014,Suicide,0,Male,35to64,White
67262,2014,Suicide,0,Male,35to64,White
67281,2014,Suicide,0,Male,35to64,White
67290,2014,Suicide,0,Male,35to64,White
67291,2014,Suicide,0,Male,35to64,White
67292,2014,Suicide,0,Male,35to64,White
67297,2014,Suicide,0,Male,35to64,White
67303,2014,Suicide,0,Male,35to64,White
67306,2014,Suicide,0,Male,35to64,White
67322,2014,Suicide,0,Male,35to64,White
67324,2014,Suicide,0,Male,35to64,White
67331,2014,Suicide,0,Male,35to64,White
67332,2014,Suicide,0,Male,35to64,White
67335,2014,Suicide,0,Male,35to64,White
67341,2014,Suicide,0,Male,35to64,White
67342,2014,Suicide,0,Male,35to64,White
67345,2014,Suicide,0,Male,35to64,White
67363,2014,Suicide,0,Male,35to64,White
67364,2014,Suicide,0,Male,35to64,White
67365,2014,Suicide,0,Male,35to64,White
67380,2014,Suicide,0,Male,35to64,White
67388,2014,Suicide,0,Male,35to64,White
67390,2014,Suicide,0,Male,35to64,White
67395,2014,Suicide,0,Male,35to64,White
67398,2014,Suicide,0,Male,35to64,White
67405,2014,Suicide,0,Male,35to64,White
67407,2014,Suicide,0,Male,35to64,White
67412,2014,Suicide,0,Male,35to64,White
67413,2014,Suicide,0,Male,35to64,White
67417,2014,Suicide,0,Male,35to64,White
67423,2014,Suicide,0,Male,35to64,White
67429,2014,Suicide,0,Male,35to64,White
67432,2014,Suicide,0,Male,35to64,White
67436,2014,Suicide,0,Male,35to64,White
67440,2014,Suicide,0,Male,35to64,White
67447,2014,Suicide,0,Male,35to64,White
67452,2014,Suicide,0,Male,35to64,White
67456,2014,Suicide,0,Male,35to64,White
67457,2014,Suicide,0,Male,35to64,White
67460,2014,Suicide,0,Male,35to64,White
67463,2014,Suicide,0,Male,35to64,White
67467,2014,Suicide,0,Male,35to64,White
67473,2014,Suicide,0,Male,35to64,White
67481,2014,Suicide,0,Male,35to64,White
67484,2014,Suicide,0,Male,35to64,White
67486,2014,Suicide,0,Male,35to64,White
67487,2014,Suicide,0,Male,35to64,White
67488,2014,Suicide,0,Male,35to64,White
67507,2014,Suicide,0,Male,35to64,White
67510,2014,Suicide,0,Male,35to64,White
67512,2014,Suicide,0,Male,35to64,White
67513,2014,Suicide,0,Male,35to64,White
67518,2014,Suicide,0,Male,35to64,White
67522,2014,Suicide,0,Male,35to64,White
67527,2014,Suicide,0,Male,35to64,White
67528,2014,Suicide,0,Male,35to64,White
67529,2014,Suicide,0,Male,35to64,White
67533,2014,Suicide,0,Male,35to64,White
67534,2014,Suicide,0,Male,35to64,White
67539,2014,Suicide,0,Male,35to64,White
67540,2014,Suicide,0,Male,35to64,White
67541,2014,Suicide,0,Male,35to64,White
67545,2014,Suicide,0,Male,35to64,White
67546,2014,Suicide,0,Male,35to64,White
67547,2014,Suicide,0,Male,35to64,White
67549,2014,Suicide,0,Male,35to64,White
67551,2014,Suicide,0,Male,35to64,White
67556,2014,Suicide,0,Male,35to64,White
67558,2014,Suicide,0,Male,35to64,White
67564,2014,Suicide,0,Male,35to64,White
67565,2014,Suicide,0,Male,35to64,White
67566,2014,Suicide,0,Male,35to64,White
67571,2014,Suicide,0,Male,35to64,White
67573,2014,Suicide,0,Male,35to64,White
67581,2014,Suicide,0,Male,35to64,White
67582,2014,Suicide,0,Male,35to64,White
67583,2014,Suicide,0,Male,35to64,White
67584,2014,Suicide,0,Male,35to64,White
67587,2014,Suicide,0,Male,35to64,White
67590,2014,Suicide,0,Male,35to64,White
67591,2014,Suicide,0,Male,35to64,White
67595,2014,Suicide,0,Male,35to64,White
67598,2014,Suicide,0,Male,35to64,White
67606,2014,Suicide,0,Male,35to64,White
67614,2014,Suicide,0,Male,35to64,White
67624,2014,Suicide,0,Male,35to64,White
67625,2014,Suicide,0,Male,35to64,White
67631,2014,Suicide,0,Male,35to64,White
67636,2014,Suicide,0,Male,35to64,White
67647,2014,Suicide,0,Male,35to64,White
67652,2014,Suicide,0,Male,35to64,White
67660,2014,Suicide,0,Male,35to64,White
67675,2014,Suicide,0,Male,35to64,White
67677,2014,Suicide,0,Male,35to64,White
67679,2014,Suicide,0,Male,35to64,White
67682,2014,Suicide,0,Male,35to64,White
67684,2014,Suicide,0,Male,35to64,White
67685,2014,Suicide,0,Male,35to64,White
67686,2014,Suicide,0,Male,35to64,White
67708,2014,Suicide,0,Male,35to64,White
67712,2014,Suicide,0,Male,35to64,White
67725,2014,Suicide,0,Male,35to64,White
67732,2014,Suicide,0,Male,35to64,White
67733,2014,Suicide,0,Male,35to64,White
67735,2014,Suicide,0,Male,35to64,White
67736,2014,Suicide,0,Male,35to64,White
67739,2014,Suicide,0,Male,35to64,White
67742,2014,Suicide,0,Male,35to64,White
67746,2014,Suicide,0,Male,35to64,White
67752,2014,Suicide,0,Male,35to64,White
67754,2014,Suicide,0,Male,35to64,White
67764,2014,Suicide,0,Male,35to64,White
67768,2014,Suicide,0,Male,35to64,White
67769,2014,Suicide,0,Male,35to64,White
67772,2014,Suicide,0,Male,35to64,White
67773,2014,Suicide,0,Male,35to64,White
67775,2014,Suicide,0,Male,35to64,White
67776,2014,Suicide,0,Male,35to64,White
67780,2014,Suicide,0,Male,35to64,White
67791,2014,Suicide,0,Male,35to64,White
67792,2014,Suicide,0,Male,35to64,White
67797,2014,Suicide,0,Male,35to64,White
67801,2014,Suicide,0,Male,35to64,White
67803,2014,Suicide,0,Male,35to64,White
67808,2014,Suicide,0,Male,35to64,White
67809,2014,Suicide,0,Male,35to64,White
67812,2014,Suicide,0,Male,35to64,White
67817,2014,Suicide,0,Male,35to64,White
67821,2014,Suicide,0,Male,35to64,White
67822,2014,Suicide,0,Male,35to64,White
67826,2014,Suicide,0,Male,35to64,White
67830,2014,Suicide,0,Male,35to64,White
67836,2014,Suicide,0,Male,35to64,White
67839,2014,Suicide,0,Male,35to64,White
67841,2014,Suicide,0,Male,35to64,White
67845,2014,Suicide,0,Male,35to64,White
67857,2014,Suicide,0,Male,35to64,White
67860,2014,Suicide,0,Male,35to64,White
67861,2014,Suicide,0,Male,35to64,White
67869,2014,Suicide,0,Male,35to64,White
67877,2014,Suicide,0,Male,35to64,White
67884,2014,Suicide,0,Male,35to64,White
67891,2014,Suicide,0,Male,35to64,White
67894,2014,Suicide,0,Male,35to64,White
67895,2014,Suicide,0,Male,35to64,White
67896,2014,Suicide,0,Male,35to64,White
67897,2014,Suicide,0,Male,35to64,White
67898,2014,Suicide,0,Male,35to64,White
67900,2014,Suicide,0,Male,35to64,White
67901,2014,Suicide,0,Male,35to64,White
67903,2014,Suicide,0,Male,35to64,White
67904,2014,Suicide,0,Male,35to64,White
67907,2014,Suicide,0,Male,35to64,White
67915,2014,Suicide,0,Male,35to64,White
67918,2014,Suicide,0,Male,35to64,White
67922,2014,Suicide,0,Male,35to64,White
67940,2014,Suicide,0,Male,35to64,White
67944,2014,Suicide,0,Male,35to64,White
67945,2014,Suicide,0,Male,35to64,White
67949,2014,Suicide,0,Male,35to64,White
67952,2014,Suicide,0,Male,35to64,White
67962,2014,Suicide,0,Male,35to64,White
67966,2014,Suicide,0,Male,35to64,White
67968,2014,Suicide,0,Male,35to64,White
67970,2014,Suicide,0,Male,35to64,White
67971,2014,Suicide,0,Male,35to64,White
67972,2014,Suicide,0,Male,35to64,White
67973,2014,Suicide,0,Male,35to64,White
67974,2014,Suicide,0,Male,35to64,White
67978,2014,Suicide,0,Male,35to64,White
67983,2014,Suicide,0,Male,35to64,White
67986,2014,Suicide,0,Male,35to64,White
67988,2014,Suicide,0,Male,35to64,White
67991,2014,Suicide,0,Male,35to64,White
67992,2014,Suicide,0,Male,35to64,White
67993,2014,Suicide,0,Male,35to64,White
67995,2014,Suicide,0,Male,35to64,White
68007,2014,Suicide,0,Male,35to64,White
68008,2014,Suicide,0,Male,35to64,White
68013,2014,Suicide,0,Male,35to64,White
68016,2014,Suicide,0,Male,35to64,White
68020,2014,Suicide,0,Male,35to64,White
68022,2014,Suicide,0,Male,35to64,White
68027,2014,Suicide,0,Male,35to64,White
68032,2014,Suicide,0,Male,35to64,White
68037,2014,Suicide,0,Male,35to64,White
68044,2014,Suicide,0,Male,35to64,White
68046,2014,Suicide,0,Male,35to64,White
68048,2014,Suicide,0,Male,35to64,White
68053,2014,Suicide,0,Male,35to64,White
68062,2014,Suicide,0,Male,35to64,White
68064,2014,Suicide,0,Male,35to64,White
68066,2014,Suicide,0,Male,35to64,White
68067,2014,Suicide,0,Male,35to64,White
68071,2014,Suicide,0,Male,35to64,White
68080,2014,Suicide,0,Male,35to64,White
68083,2014,Suicide,0,Male,35to64,White
68084,2014,Suicide,0,Male,35to64,White
68085,2014,Suicide,0,Male,35to64,White
68088,2014,Suicide,0,Male,35to64,White
68096,2014,Suicide,0,Male,35to64,White
68100,2014,Suicide,0,Male,35to64,White
68102,2014,Suicide,0,Male,35to64,White
68107,2014,Suicide,0,Male,35to64,White
68109,2014,Suicide,0,Male,35to64,White
68112,2014,Suicide,0,Male,35to64,White
68119,2014,Suicide,0,Male,35to64,White
68129,2014,Suicide,0,Male,35to64,White
68132,2014,Suicide,0,Male,35to64,White
68136,2014,Suicide,0,Male,35to64,White
68155,2014,Suicide,0,Male,35to64,White
68156,2014,Suicide,0,Male,35to64,White
68160,2014,Suicide,0,Male,35to64,White
68165,2014,Suicide,0,Male,35to64,White
68173,2014,Suicide,0,Male,35to64,White
68179,2014,Suicide,0,Male,35to64,White
68181,2014,Suicide,0,Male,35to64,White
68182,2014,Suicide,0,Male,35to64,White
68185,2014,Suicide,0,Male,35to64,White
68188,2014,Suicide,0,Male,35to64,White
68196,2014,Suicide,0,Male,35to64,White
68199,2014,Suicide,0,Male,35to64,White
68204,2014,Suicide,0,Male,35to64,White
68212,2014,Suicide,0,Male,35to64,White
68217,2014,Suicide,0,Male,35to64,White
68221,2014,Suicide,0,Male,35to64,White
68224,2014,Suicide,0,Male,35to64,White
68229,2014,Suicide,0,Male,35to64,White
68231,2014,Suicide,0,Male,35to64,White
68237,2014,Suicide,0,Male,35to64,White
68239,2014,Suicide,0,Male,35to64,White
68240,2014,Suicide,0,Male,35to64,White
68241,2014,Suicide,0,Male,35to64,White
68243,2014,Suicide,0,Male,35to64,White
68244,2014,Suicide,0,Male,35to64,White
68246,2014,Suicide,0,Male,35to64,White
68255,2014,Suicide,0,Male,35to64,White
68259,2014,Suicide,0,Male,35to64,White
68261,2014,Suicide,0,Male,35to64,White
68262,2014,Suicide,0,Male,35to64,White
68264,2014,Suicide,0,Male,35to64,White
68276,2014,Suicide,0,Male,35to64,White
68277,2014,Suicide,0,Male,35to64,White
68279,2014,Suicide,0,Male,35to64,White
68281,2014,Suicide,0,Male,35to64,White
68284,2014,Suicide,0,Male,35to64,White
68289,2014,Suicide,0,Male,35to64,White
68291,2014,Suicide,0,Male,35to64,White
68293,2014,Suicide,0,Male,35to64,White
68294,2014,Suicide,0,Male,35to64,White
68295,2014,Suicide,0,Male,35to64,White
68296,2014,Suicide,0,Male,35to64,White
68301,2014,Suicide,0,Male,35to64,White
68309,2014,Suicide,0,Male,35to64,White
68314,2014,Suicide,0,Male,35to64,White
68319,2014,Suicide,0,Male,35to64,White
68325,2014,Suicide,0,Male,35to64,White
68341,2014,Suicide,0,Male,35to64,White
68345,2014,Suicide,0,Male,35to64,White
68346,2014,Suicide,0,Male,35to64,White
68348,2014,Suicide,0,Male,35to64,White
68355,2014,Suicide,0,Male,35to64,White
68361,2014,Suicide,0,Male,35to64,White
68362,2014,Suicide,0,Male,35to64,White
68371,2014,Suicide,0,Male,35to64,White
68372,2014,Suicide,0,Male,35to64,White
68377,2014,Suicide,0,Male,35to64,White
68379,2014,Suicide,0,Male,35to64,White
68398,2014,Suicide,0,Male,35to64,White
68411,2014,Suicide,0,Male,35to64,White
68412,2014,Suicide,0,Male,35to64,White
68416,2014,Suicide,0,Male,35to64,White
68419,2014,Suicide,0,Male,35to64,White
68421,2014,Suicide,0,Male,35to64,White
68422,2014,Suicide,0,Male,35to64,White
68425,2014,Suicide,0,Male,35to64,White
68428,2014,Suicide,0,Male,35to64,White
68433,2014,Suicide,0,Male,35to64,White
68442,2014,Suicide,0,Male,35to64,White
68443,2014,Suicide,0,Male,35to64,White
68447,2014,Suicide,0,Male,35to64,White
68449,2014,Suicide,0,Male,35to64,White
68453,2014,Suicide,0,Male,35to64,White
68456,2014,Suicide,0,Male,35to64,White
68461,2014,Suicide,0,Male,35to64,White
68468,2014,Suicide,0,Male,35to64,White
68471,2014,Suicide,0,Male,35to64,White
68475,2014,Suicide,0,Male,35to64,White
68476,2014,Suicide,0,Male,35to64,White
68485,2014,Suicide,0,Male,35to64,White
68489,2014,Suicide,0,Male,35to64,White
68496,2014,Suicide,0,Male,35to64,White
68498,2014,Suicide,0,Male,35to64,White
68501,2014,Suicide,0,Male,35to64,White
68503,2014,Suicide,0,Male,35to64,White
68506,2014,Suicide,0,Male,35to64,White
68507,2014,Suicide,0,Male,35to64,White
68517,2014,Suicide,0,Male,35to64,White
68522,2014,Suicide,0,Male,35to64,White
68533,2014,Suicide,0,Male,35to64,White
68534,2014,Suicide,0,Male,35to64,White
68536,2014,Suicide,0,Male,35to64,White
68537,2014,Suicide,0,Male,35to64,White
68543,2014,Suicide,0,Male,35to64,White
68550,2014,Suicide,0,Male,35to64,White
68551,2014,Suicide,0,Male,35to64,White
68552,2014,Suicide,0,Male,35to64,White
68557,2014,Suicide,0,Male,35to64,White
68558,2014,Suicide,0,Male,35to64,White
68559,2014,Suicide,0,Male,35to64,White
68561,2014,Suicide,0,Male,35to64,White
68563,2014,Suicide,0,Male,35to64,White
68567,2014,Suicide,0,Male,35to64,White
68569,2014,Suicide,0,Male,35to64,White
68573,2014,Suicide,0,Male,35to64,White
68582,2014,Suicide,0,Male,35to64,White
68587,2014,Suicide,0,Male,35to64,White
68589,2014,Suicide,0,Male,35to64,White
68590,2014,Suicide,0,Male,35to64,White
68591,2014,Suicide,0,Male,35to64,White
68598,2014,Suicide,0,Male,35to64,White
68601,2014,Suicide,0,Male,35to64,White
68609,2014,Suicide,0,Male,35to64,White
68613,2014,Suicide,0,Male,35to64,White
68618,2014,Suicide,0,Male,35to64,White
68621,2014,Suicide,0,Male,35to64,White
68625,2014,Suicide,0,Male,35to64,White
68626,2014,Suicide,0,Male,35to64,White
68628,2014,Suicide,0,Male,35to64,White
68631,2014,Suicide,0,Male,35to64,White
68635,2014,Suicide,0,Male,35to64,White
68638,2014,Suicide,0,Male,35to64,White
68641,2014,Suicide,0,Male,35to64,White
68642,2014,Suicide,0,Male,35to64,White
68653,2014,Suicide,0,Male,35to64,White
68666,2014,Suicide,0,Male,35to64,White
68668,2014,Suicide,0,Male,35to64,White
68672,2014,Suicide,0,Male,35to64,White
68673,2014,Suicide,0,Male,35to64,White
68676,2014,Suicide,0,Male,35to64,White
68678,2014,Suicide,0,Male,35to64,White
68679,2014,Suicide,0,Male,35to64,White
68682,2014,Suicide,0,Male,35to64,White
68683,2014,Suicide,0,Male,35to64,White
68685,2014,Suicide,0,Male,35to64,White
68689,2014,Suicide,0,Male,35to64,White
68692,2014,Suicide,0,Male,35to64,White
68695,2014,Suicide,0,Male,35to64,White
68702,2014,Suicide,0,Male,35to64,White
68704,2014,Suicide,0,Male,35to64,White
68705,2014,Suicide,0,Male,35to64,White
68715,2014,Suicide,0,Male,35to64,White
68718,2014,Suicide,0,Male,35to64,White
68720,2014,Suicide,0,Male,35to64,White
68723,2014,Suicide,0,Male,35to64,White
68724,2014,Suicide,0,Male,35to64,White
68727,2014,Suicide,0,Male,35to64,White
68728,2014,Suicide,0,Male,35to64,White
68731,2014,Suicide,0,Male,35to64,White
68733,2014,Suicide,0,Male,35to64,White
68735,2014,Suicide,0,Male,35to64,White
68738,2014,Suicide,0,Male,35to64,White
68746,2014,Suicide,0,Male,35to64,White
68749,2014,Suicide,0,Male,35to64,White
68751,2014,Suicide,0,Male,35to64,White
68761,2014,Suicide,0,Male,35to64,White
68763,2014,Suicide,0,Male,35to64,White
68764,2014,Suicide,0,Male,35to64,White
68768,2014,Suicide,0,Male,35to64,White
68773,2014,Suicide,0,Male,35to64,White
68790,2014,Suicide,0,Male,35to64,White
68793,2014,Suicide,0,Male,35to64,White
68805,2014,Suicide,0,Male,35to64,White
68809,2014,Suicide,0,Male,35to64,White
68818,2014,Suicide,0,Male,35to64,White
68819,2014,Suicide,0,Male,35to64,White
68820,2014,Suicide,0,Male,35to64,White
68821,2014,Suicide,0,Male,35to64,White
68825,2014,Suicide,0,Male,35to64,White
68841,2014,Suicide,0,Male,35to64,White
68843,2014,Suicide,0,Male,35to64,White
68844,2014,Suicide,0,Male,35to64,White
68847,2014,Suicide,0,Male,35to64,White
68851,2014,Suicide,0,Male,35to64,White
68856,2014,Suicide,0,Male,35to64,White
68857,2014,Suicide,0,Male,35to64,White
68861,2014,Suicide,0,Male,35to64,White
68862,2014,Suicide,0,Male,35to64,White
68864,2014,Suicide,0,Male,35to64,White
68870,2014,Suicide,0,Male,35to64,White
68875,2014,Suicide,0,Male,35to64,White
68876,2014,Suicide,0,Male,35to64,White
68879,2014,Suicide,0,Male,35to64,White
68885,2014,Suicide,0,Male,35to64,White
68891,2014,Suicide,0,Male,35to64,White
68898,2014,Suicide,0,Male,35to64,White
68901,2014,Suicide,0,Male,35to64,White
68904,2014,Suicide,0,Male,35to64,White
68909,2014,Suicide,0,Male,35to64,White
68910,2014,Suicide,0,Male,35to64,White
68911,2014,Suicide,0,Male,35to64,White
68917,2014,Suicide,0,Male,35to64,White
68924,2014,Suicide,0,Male,35to64,White
68931,2014,Suicide,0,Male,35to64,White
68935,2014,Suicide,0,Male,35to64,White
68945,2014,Suicide,0,Male,35to64,White
68950,2014,Suicide,0,Male,35to64,White
68960,2014,Suicide,0,Male,35to64,White
68961,2014,Suicide,0,Male,35to64,White
68967,2014,Suicide,0,Male,35to64,White
68968,2014,Suicide,0,Male,35to64,White
68974,2014,Suicide,0,Male,35to64,White
68975,2014,Suicide,0,Male,35to64,White
68981,2014,Suicide,0,Male,35to64,White
68982,2014,Suicide,0,Male,35to64,White
68992,2014,Suicide,0,Male,35to64,White
68994,2014,Suicide,0,Male,35to64,White
69001,2014,Suicide,0,Male,35to64,White
69002,2014,Suicide,0,Male,35to64,White
69007,2014,Suicide,0,Male,35to64,White
69009,2014,Suicide,0,Male,35to64,White
69010,2014,Suicide,0,Male,35to64,White
69011,2014,Suicide,0,Male,35to64,White
69014,2014,Suicide,0,Male,35to64,White
69015,2014,Suicide,0,Male,35to64,White
69017,2014,Suicide,0,Male,35to64,White
69024,2014,Suicide,0,Male,35to64,White
69032,2014,Suicide,0,Male,35to64,White
69040,2014,Suicide,0,Male,35to64,White
69045,2014,Suicide,0,Male,35to64,White
69048,2014,Suicide,0,Male,35to64,White
69049,2014,Suicide,0,Male,35to64,White
69056,2014,Suicide,0,Male,35to64,White
69064,2014,Suicide,0,Male,35to64,White
69066,2014,Suicide,0,Male,35to64,White
69068,2014,Suicide,0,Male,35to64,White
69077,2014,Suicide,0,Male,35to64,White
69083,2014,Suicide,0,Male,35to64,White
69087,2014,Suicide,0,Male,35to64,White
69089,2014,Suicide,0,Male,35to64,White
69095,2014,Suicide,0,Male,35to64,White
69103,2014,Suicide,0,Male,35to64,White
69107,2014,Suicide,0,Male,35to64,White
69108,2014,Suicide,0,Male,35to64,White
69112,2014,Suicide,0,Male,35to64,White
69113,2014,Suicide,0,Male,35to64,White
69118,2014,Suicide,0,Male,35to64,White
69120,2014,Suicide,0,Male,35to64,White
69125,2014,Suicide,0,Male,35to64,White
69135,2014,Suicide,0,Male,35to64,White
69137,2014,Suicide,0,Male,35to64,White
69140,2014,Suicide,0,Male,35to64,White
69144,2014,Suicide,0,Male,35to64,White
69145,2014,Suicide,0,Male,35to64,White
69151,2014,Suicide,0,Male,35to64,White
69153,2014,Suicide,0,Male,35to64,White
69155,2014,Suicide,0,Male,35to64,White
69159,2014,Suicide,0,Male,35to64,White
69164,2014,Suicide,0,Male,35to64,White
69165,2014,Suicide,0,Male,35to64,White
69172,2014,Suicide,0,Male,35to64,White
69180,2014,Suicide,0,Male,35to64,White
69189,2014,Suicide,0,Male,35to64,White
69191,2014,Suicide,0,Male,35to64,White
69204,2014,Suicide,0,Male,35to64,White
69205,2014,Suicide,0,Male,35to64,White
69216,2014,Suicide,0,Male,35to64,White
69220,2014,Suicide,0,Male,35to64,White
69222,2014,Suicide,0,Male,35to64,White
69223,2014,Suicide,0,Male,35to64,White
69231,2014,Suicide,0,Male,35to64,White
69236,2014,Suicide,0,Male,35to64,White
69240,2014,Suicide,0,Male,35to64,White
69244,2014,Suicide,0,Male,35to64,White
69245,2014,Suicide,0,Male,35to64,White
69249,2014,Suicide,0,Male,35to64,White
69250,2014,Suicide,0,Male,35to64,White
69252,2014,Suicide,0,Male,35to64,White
69264,2014,Suicide,0,Male,35to64,White
69266,2014,Suicide,0,Male,35to64,White
69267,2014,Suicide,0,Male,35to64,White
69271,2014,Suicide,0,Male,35to64,White
69280,2014,Suicide,0,Male,35to64,White
69284,2014,Suicide,0,Male,35to64,White
69285,2014,Suicide,0,Male,35to64,White
69304,2014,Suicide,0,Male,35to64,White
69310,2014,Suicide,0,Male,35to64,White
