state	county or district name	County vs district (or other)	data source (vaccine registry or reported by schools - REG or SCH)	# kindergarten students in county	# schools in county	# schools reporting	% schools reporting	% 2 dose MMR - all schools	% 2-dose MMR - public school	% 2-dose MMR - private schools	"% fully vaccinated (all vaccines), all schools"	% fully vaccinated - public schools	% fully vaccinated - private schools	% 1 dose MMR - all schools
Virginia	Montgomery	county	SCH	781				0.97	0.97	1	0.96	0.96	0.96	
Virginia	Nelson	county	SCH	132				0.95	0.95		0.9	0.9		
Virginia	New Kent	county	SCH	213				0.95	0.95		0.95	0.95		
Virginia	Newport News city	city	SCH	2331				0.93	0.93	0.95	0.9	0.9	0.94	
Virginia	Norfolk city	city	SCH	2779				0.96	0.95	0.97	0.96	0.95	0.97	
Virginia	Northampton	county	SCH	147				1.00	1	1	1	1	1	
Virginia	Northumberland	county	SCH	93				1.00	1		1	1		
Virginia	Norton city	city	SCH	64				0.97	0.97		0.97	0.97		
Virginia	Nottoway	county	SCH	176				0.94	0.94		0.93	0.93		
Virginia	Orange	county	SCH	257				0.98	0.98	1	0.96	0.96	1	
Virginia	Page	county	SCH	257				0.97	0.97		0.96	0.96		
Virginia	Patrick	county	SCH	161				1.00	1		0.98	0.98		
Virginia	Petersburg city	city	SCH	398				0.99	0.99		0.99	0.99		
Virginia	Pittsylvania	county	SCH	669				0.98	0.98		0.96	0.96		
Virginia	Poquoson city	city	SCH	123				0.99	0.99		0.98	0.98		
Virginia	Portsmouth city	city	SCH	1391				1.00	0.98	1	0.97	0.98	0.92	
Virginia	Powhatan	county	SCH	277				0.94	0.94	0.92	0.93	0.93	0.92	
Virginia	Prince Edward	county	SCH	155				0.99	0.99		0.99	0.99		
Virginia	Prince George	county	SCH	473				0.98	0.98		0.98	0.98		
Virginia	Prince William	county	SCH	6296				0.94	0.94	0.99	0.94	0.94	0.96	
Virginia	Pulaski	county	SCH	321				0.98	0.98		0.98	0.98		
Virginia	Radford city	city	SCH	122				0.94	0.94		0.93	0.93		
Virginia	Rappahannock	county	SCH	0										
Virginia	Richmond city	city	SCH	1954				0.93	0.93	0.97	0.92	0.91	0.95	
Virginia	Richmond	county	SCH	101				0.94	0.94		0.93	0.93		
Virginia	Roanoke city	city	SCH	1177				0.68	0.67	0.9	0.93	0.93	0.87	
Virginia	Roanoke	county	SCH	957				0.83	0.83		0.97	0.97		
Virginia	Rockbridge	county	SCH	184				0.99	0.99		0.99	0.99		
Virginia	Rockingham	county	SCH	860				0.97	0.97		0.96	0.96		
Virginia	Russell	county	SCH	309				0.96	0.96		0.96	0.96		
Virginia	Salem city	city	SCH	310				0.97	0.97		0.96	0.96		
Virginia	Scott	county	SCH	309				0.98	0.98		0.98	0.98		
Virginia	Shenandoah	county	SCH	438				0.97	0.97		0.96	0.96		
Virginia	Smyth	county	SCH	438				0.97	0.97		0.96	0.96		
Virginia	Southampton	county	SCH	198				0.96	0.98	0.84	0.96	0.98	0.84	
Virginia	Spotsylvania	county	SCH	1645				0.95	0.95	0.86	0.93	0.94	0.86	
Virginia	Stafford	county	SCH	1943				0.97	0.97	0.97	0.96	0.97	0.95	
Virginia	Staunton city	city	SCH	218				1.00	1	0.7	0.98	1	0.67	
Virginia	Suffolk city	city	SCH	990				0.98	0.98	1	0.98	0.98	1	
Virginia	Surry	county	SCH	65				1.00	1		1	1		
Virginia	Sussex	county	SCH	0										
Virginia	Tazewell	county	SCH	440				0.95	0.95		0.94	0.94		
Virginia	Virginia Beach city	city	SCH	5007				0.97	0.97	0.96	0.96	0.96	0.96	
Virginia	Warren	county	SCH	370				0.96	0.96		0.9	0.9		
Virginia	Washington	county	SCH	525				0.85	0.85		0.84	0.84		
Virginia	Waynesboro city	city	SCH	250				0.98	0.98		0.98	0.98		
Virginia	West Point	county	SCH	44				0.86	0.86		0.86	0.86		
Virginia	Westmoreland	county	SCH	127				0.98	0.98		0.98	0.98		
Virginia	Williamsburg city	city	SCH	28				0.82		0.82	0.82		0.82	
Virginia	Williamsburg-James city	city	SCH	750				0.96	0.96		0.96	0.96		
Virginia	Winchester city	city	SCH	344				0.96	0.96	0.96	0.96	0.96	0.96	
Virginia	Wise	county	SCH	481				0.94	0.94		0.94	0.94		
Virginia	Wythe	county	SCH	288				0.67	0.67		0.91	0.91		
Virginia	York	county	SCH	813				0.98			0.97	0.97		
Washington	ADAMS	county	SCH	390	10	9	0.90	0.97			0.94			
Washington	ASOTIN	county	SCH	248	8	8	1.00	0.86			0.78			
Washington	BENTON	county	SCH	2866	36	34	0.94	0.96			0.92			
Washington	CHELAN	county	SCH	1014	21	20	0.95	0.96			0.94			
Washington	CLALLAM	county	SCH	305	18	11	0.61	0.87			0.76			
Washington	CLARK	county	SCH	5742	86	82	0.95	0.85			0.77			
Washington	COLUMBIA	county	SCH	39	2	2	1.00	0.85			0.69			
Washington	COWLITZ	county	SCH	1304	27	24	0.89	0.92			0.89			
Washington	DOUGLAS	county	SCH	535	10	10	1.00	0.94			0.91			
Washington	FERRY	county	SCH	44	7	5	0.71	0.77			0.66			
Washington	FRANKLIN	county	SCH	1546	15	14	0.93	0.97			0.95			
Washington	GARFIELD	county	SCH	23	1	1	1.00	0.96			0.96			
Washington	GRANT	county	SCH	1483	30	27	0.90	0.93			0.90			
Washington	GRAYS HARBOR	county	SCH	819	24	23	0.96	0.78			0.74			
Washington	ISLAND	county	SCH	747	17	15	0.88	0.87			0.83			
Washington	JEFFERSON	county	SCH	183	9	8	0.89	0.78			0.67			
Washington	KING	county	SCH	24861	465	429	0.92	0.89			0.81			
Washington	KITSAP	county	SCH	2753	60	55	0.92	0.92			0.86			
Washington	KITTITAS	county	SCH	418	12	11	0.92	0.84			0.71			
Washington	KLICKITAT	county	SCH	199	11	9	0.82	0.91			0.83			
Washington	LEWIS	county	SCH	854	21	19	0.90	0.94			0.90			
Washington	LINCOLN	county	SCH	163	12	11	0.92	0.76			0.65			
Washington	MASON	county	SCH	612	14	13	0.93	0.87			0.80			
Washington	OKANOGAN	county	SCH	409	11	9	0.82	0.86			0.80			
Washington	PACIFIC	county	SCH	195	7	7	1.00	0.95			0.84			
Washington	PEND OREILLE	county	SCH	114	3	3	1.00	0.78			0.59			
Washington	PIERCE	county	SCH	10747	170	162	0.95	0.92			0.86			
Washington	SAN JUAN	county	SCH	82	9	6	0.67	0.87			0.74			
Washington	SKAGIT	county	SCH	1539	32	32	1.00	0.91			0.86			
Washington	SKAMANIA	county	SCH	69	4	2	0.50	0.81			0.71			
Washington	SNOHOMISH	county	SCH	8140	141	131	0.93	0.91			0.86			
Washington	SPOKANE	county	SCH	6151	117	113	0.97	0.82			0.73			
Washington	STEVENS	county	SCH	349	20	15	0.75	0.88			0.78			
Washington	THURSTON	county	SCH	3277	61	58	0.95	0.86			0.76			
Washington	WAHKIAKUM	county	SCH	33	1	1	1.00	0.88			0.82			
Washington	WALLA WALLA	county	SCH	735	17	15	0.88	0.90			0.83			
Washington	WHATCOM	county	SCH	2200	53	52	0.98	0.90			0.82			
Washington	WHITMAN	county	SCH	375	17	15	0.88	0.92			0.85			
Washington	YAKIMA	county	SCH	4191	54	49	0.91	0.94			0.90			
West Virginia	Barbour	county	SCH					1.00						
West Virginia	Berkeley	county	SCH					0.99						
West Virginia	Boone	county	SCH					1.00						
West Virginia	Braxton	county	SCH					0.86						
West Virginia	Brooke	county	SCH					0.99						
West Virginia	Cabell	county	SCH					1.00						
West Virginia	Calhoun	county	SCH					1.00						
West Virginia	Clay	county	SCH					0.99						
West Virginia	Doddridge	county	SCH					0.99						
West Virginia	Fayette	county	SCH					0.93						
West Virginia	Gilmer	county	SCH					1.00						
West Virginia	Grant	county	SCH					1.00						
West Virginia	Greenbrier	county	SCH					1.00						
West Virginia	Hampshire	county	SCH					1.00						
West Virginia	Hancock	county	SCH					1.00						
West Virginia	Hardy	county	SCH					1.00						
West Virginia	Harrison	county	SCH					1.00						
West Virginia	Jackson	county	SCH					0.99						
West Virginia	Jefferson	county	SCH					0.99						
West Virginia	Kanawha	county	SCH					0.95						
West Virginia	Lewis	county	SCH					0.89						
West Virginia	Lincoln	county	SCH					0.99						
West Virginia	Logan	county	SCH					1.00						
West Virginia	Marion	county	SCH					0.99						
West Virginia	Marshall	county	SCH					1.00						
West Virginia	Mason	county	SCH					0.98						
West Virginia	Mercer	county	SCH					0.93						
West Virginia	Mineral	county	SCH					1.00						
West Virginia	Mingo	county	SCH					0.96						
West Virginia	Monogalia	county	SCH					1.00						
West Virginia	Monroe	county	SCH					1.00						
West Virginia	Morgan	county	SCH					1.00						
West Virginia	McDowell	county	SCH					1.00						
West Virginia	Nicholas	county	SCH					0.98						
West Virginia	Ohio	county	SCH					0.99						
West Virginia	Pendleton	county	SCH					0.99						
West Virginia	Pleasants	county	SCH					1.00						
West Virginia	Pocahontas	county	SCH					0.97						
West Virginia	Preston	county	SCH					0.97						
West Virginia	Putnam	county	SCH					0.99						
West Virginia	Raleigh	county	SCH					0.99						
West Virginia	Randolph	county	SCH					1.00						
West Virginia	Ritchie	county	SCH					0.97						
West Virginia	Roane	county	SCH					0.99						
West Virginia	Summers	county	SCH					1.00						
West Virginia	Taylor	county	SCH					0.98						
West Virginia	Tucker	county	SCH					0.95						
West Virginia	Tyler	county	SCH					1.00						
West Virginia	Upshur	county	SCH					1.00						
West Virginia	Wayne	county	SCH					1.00						
West Virginia	Webster	county	SCH					0.95						
West Virginia	Wetzel	county	SCH					0.97						
West Virginia	Wirt	county	SCH					1.00						
West Virginia	Wood	county	SCH					1.00						
West Virginia	Wyoming	county	SCH					0.98						
Wisconsin	Ashland	county	REG	227				0.91						
Wisconsin	Bayfield	county	REG	142				0.75						
Wisconsin	Florence	county	REG	36				0.56						
Wisconsin	Forest	county	REG	111				0.93						
Wisconsin	Iron	county	REG	60				0.70						
Wisconsin	Langlade	county	REG	229				0.81						
Wisconsin	Lincoln	county	REG	335				0.84						
Wisconsin	Marathon	county	REG	1824				0.82						
Wisconsin	Oneida	county	REG	371				0.79						
Wisconsin	Portage	county	REG	841				0.83						
Wisconsin	Price	county	REG	116				0.81						
Wisconsin	Sawyer	county	REG	238				0.80						
Wisconsin	Taylor	county	REG	282				0.71						
Wisconsin	Vilas	county	REG	224				0.79						
Wisconsin	Wood	county	REG	972				0.82						
Wisconsin	Brown	county	REG	3968				0.80						
Wisconsin	Calumet	county	REG	650				0.83						
Wisconsin	Door	county	REG	251				0.82						
Wisconsin	Fond du Lac	county	REG	1289				0.82						
Wisconsin	Green Lake	county	REG	229				0.78						
Wisconsin	Kewaunee	county	REG	248				0.84						
Wisconsin	Manitowoc	county	REG	858				0.83						
Wisconsin	Marinette	county	REG	478				0.78						
Wisconsin	Marquette	county	REG	171				0.74						
Wisconsin	Menominee	county	REG	105				0.84						
Wisconsin	Oconto	county	REG	465				0.82						
Wisconsin	Outagamie	county	REG	2575				0.85						
Wisconsin	Shawano	county	REG	477				0.85						
Wisconsin	Sheboygan	county	REG	1508				0.84						
Wisconsin	Waupaca	county	REG	617				0.80						
Wisconsin	Waushara	county	REG	238				0.78						
Wisconsin	Winnebago	county	REG	2192				0.85						
Wisconsin	Adams	county	REG	156				0.83						
Wisconsin	Columbia	county	REG	737				0.76						
Wisconsin	Crawford	county	REG	207				0.74						
Wisconsin	Dane	county	REG	7431				0.78						
Wisconsin	Dodge	county	REG	1068				0.78						
Wisconsin	Grant	county	REG	597				0.61						
Wisconsin	Green	county	REG	452				0.85						
Wisconsin	Iowa	county	REG	329				0.81						
Wisconsin	Jefferson	county	REG	1043				0.84						
Wisconsin	Juneau	county	REG	321				0.80						
Wisconsin	Lafayette	county	REG	226				0.70						
Wisconsin	Richland	county	REG	263				0.73						
Wisconsin	Rock	county	REG	2385				0.76						
Wisconsin	Sauk	county	REG	904				0.77						
Wisconsin	Vernon	county	REG	467				0.58						
Wisconsin	Kenosha	county	REG	2647				0.70						
Wisconsin	Milwaukee	county	REG	16680				0.78						
Wisconsin	Ozaukee	county	REG	1062				0.74						
Wisconsin	Racine	county	REG	2968				0.80						
Wisconsin	Walworth	county	REG	1337				0.80						
Wisconsin	Washington	county	REG	1755				0.83						
Wisconsin	Waukesha	county	REG	4907				0.81						
Wisconsin	Barron	county	REG	596				0.78						
Wisconsin	Buffalo	county	REG	183				0.77						
Wisconsin	Burnett	county	REG	178				0.73						
Wisconsin	Chippewa	county	REG	864				0.82						
Wisconsin	Clark	county	REG	621				0.54						
Wisconsin	Douglas	county	REG	616				0.78						
Wisconsin	Dunn	county	REG	529				0.76						
Wisconsin	Eau Claire	county	REG	1326				0.79						
Wisconsin	Jackson	county	REG	258				0.81						
Wisconsin	La Crosse	county	REG	1612				0.85						
Wisconsin	Monroe	county	REG	728				0.75						
Wisconsin	Pepin	county	REG	85				0.72						
Wisconsin	Pierce	county	REG	512				0.73						
Wisconsin	Polk	county	REG	612				0.71						
Wisconsin	Rusk	county	REG	171				0.80						
Wisconsin	St Croix	county	REG	1350				0.70						
Wisconsin	Trempealeau	county	REG	458				0.76						
Wisconsin	Washburn	county	REG	181				0.83						
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
